attrib_name	TCGA.2J.AAB1	TCGA.2J.AAB4	TCGA.2J.AAB6	TCGA.2J.AAB8	TCGA.2J.AAB9	TCGA.2J.AABA	TCGA.2J.AABE	TCGA.2J.AABF	TCGA.2J.AABH	TCGA.2J.AABI	TCGA.2J.AABK	TCGA.2J.AABO	TCGA.2J.AABP	TCGA.2J.AABR	TCGA.2J.AABT	TCGA.2J.AABU	TCGA.2J.AABV	TCGA.2L.AAQA	TCGA.2L.AAQE	TCGA.2L.AAQI	TCGA.2L.AAQJ	TCGA.2L.AAQL	TCGA.2L.AAQM	TCGA.3A.A9I5	TCGA.3A.A9I7	TCGA.3A.A9I9	TCGA.3A.A9IB	TCGA.3A.A9IC	TCGA.3A.A9IH	TCGA.3A.A9IJ	TCGA.3A.A9IL	TCGA.3A.A9IN	TCGA.3A.A9IO	TCGA.3A.A9IR	TCGA.3A.A9IS	TCGA.3A.A9IU	TCGA.3A.A9IV	TCGA.3A.A9IX	TCGA.3A.A9IZ	TCGA.3A.A9J0	TCGA.3E.AAAY	TCGA.3E.AAAZ	TCGA.F2.6879	TCGA.F2.6880	TCGA.F2.7273	TCGA.F2.7276	TCGA.F2.A44G	TCGA.F2.A44H	TCGA.F2.A7TX	TCGA.F2.A8YN	TCGA.FB.A4P5	TCGA.FB.A4P6	TCGA.FB.A545	TCGA.FB.A5VM	TCGA.FB.A78T	TCGA.FB.A7DR	TCGA.FB.AAPP	TCGA.FB.AAPQ	TCGA.FB.AAPS	TCGA.FB.AAPU	TCGA.FB.AAPY	TCGA.FB.AAPZ	TCGA.FB.AAQ0	TCGA.FB.AAQ1	TCGA.FB.AAQ2	TCGA.FB.AAQ3	TCGA.FB.AAQ6	TCGA.H6.8124	TCGA.H6.A45N	TCGA.H8.A6C1	TCGA.HV.A5A3	TCGA.HV.A5A4	TCGA.HV.A5A5	TCGA.HV.A5A6	TCGA.HV.A7OL	TCGA.HV.A7OP	TCGA.HV.AA8V	TCGA.HV.AA8X	TCGA.HZ.7289	TCGA.HZ.7918	TCGA.HZ.7919	TCGA.HZ.7920	TCGA.HZ.7922	TCGA.HZ.7923	TCGA.HZ.7924	TCGA.HZ.7925	TCGA.HZ.7926	TCGA.HZ.8001	TCGA.HZ.8002	TCGA.HZ.8003	TCGA.HZ.8005	TCGA.HZ.8315	TCGA.HZ.8317	TCGA.HZ.8519	TCGA.HZ.8636	TCGA.HZ.8637	TCGA.HZ.8638	TCGA.HZ.A49G	TCGA.HZ.A49H	TCGA.HZ.A49I	TCGA.HZ.A4BH	TCGA.HZ.A4BK	TCGA.HZ.A77O	TCGA.HZ.A77P	TCGA.HZ.A77Q	TCGA.HZ.A8P0	TCGA.HZ.A8P1	TCGA.HZ.A9TJ	TCGA.IB.7644	TCGA.IB.7645	TCGA.IB.7646	TCGA.IB.7647	TCGA.IB.7649	TCGA.IB.7651	TCGA.IB.7652	TCGA.IB.7654	TCGA.IB.7885	TCGA.IB.7886	TCGA.IB.7887	TCGA.IB.7888	TCGA.IB.7889	TCGA.IB.7890	TCGA.IB.7891	TCGA.IB.7893	TCGA.IB.7897	TCGA.IB.8126	TCGA.IB.8127	TCGA.IB.A5SO	TCGA.IB.A5SP	TCGA.IB.A5SQ	TCGA.IB.A5SS	TCGA.IB.A5ST	TCGA.IB.A6UF	TCGA.IB.A6UG	TCGA.IB.A7LX	TCGA.IB.A7M4	TCGA.IB.AAUM	TCGA.IB.AAUN	TCGA.IB.AAUO	TCGA.IB.AAUP	TCGA.IB.AAUQ	TCGA.IB.AAUR	TCGA.IB.AAUS	TCGA.IB.AAUT	TCGA.IB.AAUU	TCGA.IB.AAUV	TCGA.IB.AAUW	TCGA.L1.A7W4	TCGA.LB.A7SX	TCGA.LB.A8F3	TCGA.LB.A9Q5	TCGA.M8.A5N4	TCGA.OE.A75W	TCGA.PZ.A5RE	TCGA.Q3.A5QY	TCGA.Q3.AA2A	TCGA.RB.A7B8	TCGA.RB.AA9M	TCGA.RL.AAAS	TCGA.S4.A8RM	TCGA.S4.A8RO	TCGA.S4.A8RP	TCGA.US.A774	TCGA.US.A776	TCGA.US.A779	TCGA.US.A77E	TCGA.US.A77G	TCGA.US.A77J	TCGA.XD.AAUG	TCGA.XD.AAUH	TCGA.XD.AAUI	TCGA.XD.AAUL	TCGA.XN.A8T3	TCGA.XN.A8T5	TCGA.YB.A89D	TCGA.YH.A8SY	TCGA.YY.A8LH	TCGA.Z5.AAPL
hsa-mir-3646	0	0	0.5653	0.1772	0	0.2536	0.2338	0	0.2928	0	0	0	0	0	0	0.2174	0	0	0	0	0	0	0	0	0	0	0.2574	0	0	0	0	0	0	0	0	0.1164	0	0	0	0.2609	0.2895	0	0	0	0	0	0.3471	0	0.3705	0	0.3064	0	0	0	0	0	0.3664	0	0	0.5277	0	0	0	0	0	0	0	0.1297	0	0	0.2692	0	0.229	0	0	0	0	0	0	0	0	0	0	0.1646	0	0	0.5012	0	0	0	0	0.106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3085	0	0	0	0	0	0	0.2517	0.1741	0	0	0.1569	0	0	0.0687	0.2143	0.3349	0	0	0	0	0	0	0.2791	0	0.21	0	0.1907	0	0	0	0	0	0	0	0	0	0.5497	0	0	0	0	0.211	0	0	0	0	0	0	0	0	0	0.3734	0	0	0	0	0	0	0	0	0	0	0.1875	0	0	0	0	0	0	0
hsa-mir-3647	2.5554	2.3008	2.042	2.4446	2.4124	1.9569	0.9105	2.6453	1.4856	3.2835	3.1884	2.0286	2.0204	2.2774	1.2408	2.5154	2.1955	2.2115	1.7893	2.568	2.307	2.2733	0.9508	1.9983	2.7465	2.7166	2.6937	1.6492	1.8318	1.5361	1.101	2.1735	1.7706	1.0128	2.1447	2.469	0.9123	2.4968	3.3106	2.2528	3.0198	2.206	2.2605	1.138	1.635	1.5943	2.1815	2.265	3.3329	2.5083	2.9748	2.3657	3.2627	1.5511	1.3149	0.7254	2.9355	2.2083	2.0273	2.0327	2.3078	3.1184	2.5696	2.6484	3.887	2.1941	2.7937	2.0372	1.9684	2.2442	1.8744	1.4287	2.5821	2.2641	2.388	2.0467	0.7961	2.2928	2.4678	1.1233	1.0863	1.5782	0.9237	1.2928	1.4121	1.3374	2.9733	1.6	1.5672	0.4706	2.01	2.196	1.9948	1.814	1.9589	2.8719	1.8589	1.7481	1.9534	2.1201	2.0074	2.4884	2.1155	0.8345	1.7343	1.2278	2.2978	3.2604	2.2279	1.936	1.7314	2.3606	1.7576	1.2744	1.717	1.5478	1.991	1.7828	1.562	0.9963	1.9299	1.357	1.9572	2.2199	1.1545	1.7635	1.5141	1.1656	2.101	2.6746	1.8322	2.2485	1.4456	2.1602	1.7053	2.7885	3.0241	2.6081	2.3901	2.9554	1.4703	2.519	2.5175	3.4287	3.0738	2.255	2.4032	1.9266	1.4424	1.7496	3.2688	2.0932	1.682	1.723	1.9825	2.2173	1.3448	2.5135	1.6769	2.0362	3.3113	1.5304	1.4311	1.4963	1.2797	1.7365	2.5952	2.1168	1.5737	1.4777	2.9113	1.7173	1.8512	1.9322	1.5248	1.8655	1.4254	4.4181
hsa-mir-3648	0.4184	0.3942	0.3102	2.4095	0.2824	0.8226	0	1.283	0.7443	0.9231	1.2699	0.5978	1.1851	0	0.3946	0.2174	0.5336	1.0942	0.2188	0.3492	0.7295	0.4	0	0.7696	0.9951	0.8156	0.833	0.6174	0	0.5607	0.1564	0.4538	0.6808	0.1958	1.7842	0.418	1.0936	0.6289	3.5826	0.2609	1.2223	0.8505	0.5321	1.138	0.2022	0.8056	1.2388	0.3263	1.4629	0.3925	1.849	1.4996	1.981	1.2334	0.183	1.5005	1.4515	0.5684	1.5088	0.9133	0.7546	1.0017	0.1679	0.8566	3.0202	0.7226	0.8553	0.3587	0.1962	0.8053	0.2692	0	1.2486	1.3342	0.8236	1.9198	0	0.3785	2.3808	0.6683	0.4588	0.4567	0.5345	0.6818	1.6848	0	1.5206	1.1498	0.4084	1.7286	2.1053	0.6168	1.3827	0.3034	0.748	1.096	0.826	1.0079	1.6935	0.8772	0.5883	0.5968	0.737	0.4767	0.5837	0.9699	0.8346	0.9662	0.5465	0.9028	1.039	1.5589	0.9944	0.7054	1.223	1.6097	1.8393	1.3524	0.6547	1.1334	0.3739	1.0857	1.8965	1.3606	1.6057	1.1359	0.7622	0.5521	1.6751	0.8414	0.2791	1.3829	0	0.8246	0.1907	3.1039	1.5696	1.3609	0.8248	1.3557	0.3731	1.3252	1.154	1.1513	1.1106	0.8368	0.3629	2.9581	0.5761	0.211	0.758	1.5657	0.487	0.7724	1.6058	0.4912	0.2869	0	0.5485	0	1.0215	0	0.2491	2.4251	0	1.5722	1.1442	0	0.3588	0.7217	1.0774	0.2726	0.7617	0.8082	0.1431	0.2671	0.8207	3.6733
hsa-mir-3649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1297	0	0	0	0	0	0	0	0	0	0	0.4046	0	0	0	0	0	0.3526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-365-1	3.8197	4.2997	5.6419	4.1481	3.6137	3.2985	4.118	2.7515	4.7364	4.9447	3.7002	3.7494	3.6975	3.424	3.535	4.9661	5.3517	4.9524	4.6669	4.6017	3.8679	3.3821	1.7366	3.9657	4.4336	5.106	4.7222	5.2924	3.8159	4.4106	2.5941	3.7815	2.7823	3.3448	2.7272	4.0985	2.4357	5.2845	4.3856	3.7746	4.4224	4.1263	4.5698	5.0627	2.7149	2.7408	5.3084	6.0156	4.0201	4.5163	4.0338	3.7329	3.9071	4.2589	3.1883	3.8925	1.9603	4.3271	5.1056	4.0212	4.0855	4.3724	4.07	4.8155	5.8119	4.1883	4.103	5.3864	3.7422	3.5193	5.9523	4.2372	3.9004	4.1852	4.3396	3.0544	4.1044	3.5236	3.8021	2.9032	3.6774	3.1808	3.3496	3.5989	2.3654	3.4608	4.3444	3.7212	3.7825	4.448	4.5248	4.2117	5.1383	2.5062	4.2739	3.4905	3.6893	4.337	4.0287	3.6921	4.5486	4.0993	5.3018	4.0671	4.1664	4.0132	4.7043	2.7488	4.5728	3.6714	3.8154	2.8729	4.0425	3.25	2.9396	3.0324	4.5854	4.1591	3.042	2.8416	3.4079	4.5544	4.0194	3.6437	3.1975	4.4168	4.5478	2.8199	3.0423	2.7781	4.3367	3.6466	5.498	4.9304	5.0962	5.6508	4.5014	4.5693	4.213	4.0296	4.4171	3.3873	4.315	4.8622	4.0676	4.0225	4.2492	4.9918	3.8819	4.5464	4.9081	5.3175	4.2981	5.0149	4.6214	4.2668	5.1779	2.9834	2.7862	3.1421	4.6849	4.0099	3.6865	4.6035	3.635	4.2018	4.6786	3.158	4.0594	4.2612	4.519	3.9791	5.7786	3.6166	3.7229	4.7126	4.3976	4.4444
hsa-mir-365-2	3.6941	4.0894	5.6349	4.1587	3.508	3.4834	3.7728	3.1119	4.5549	5.0846	3.7002	3.7075	3.3098	3.1574	3.7749	5.0884	5.0346	5.0145	4.5607	4.4652	3.8895	3.509	1.6676	3.8991	4.1405	4.8639	4.7434	5.1259	3.5617	4.4319	2.6478	3.8385	2.2985	3.786	2.6166	3.9729	2.9643	5.1466	4.3697	3.6885	4.4666	3.8927	4.2529	4.6677	2.6122	3.0966	5.2984	5.7827	3.733	5.0258	4.2101	3.6008	3.9986	3.8783	2.7105	3.7735	1.7282	4.219	5.1056	3.8984	4.3145	4.6943	4.4002	4.9541	5.6968	4.358	3.7156	5.4154	3.8482	3.3445	5.9619	4.5114	3.7425	4.2673	4.1336	3.3287	4.0196	3.278	3.9901	2.8649	3.117	3.0355	3.2846	3.7361	2.6463	3.1928	3.9958	3.7212	3.6572	4.6162	4.5248	4.1387	5.3317	2.5787	4.3114	3.4409	3.3607	4.1304	4.0566	3.5703	4.1992	4.0104	5.3885	4.234	4.0697	4.0637	4.6603	2.9402	4.7804	3.6958	3.8789	3.0099	3.5746	2.7045	3.1085	2.9147	4.6091	4.1769	2.8485	2.957	3.4861	4.3347	3.6841	3.8668	3.1317	4.1831	4.6313	3.3014	3.2561	2.7444	4.1237	3.7651	5.5375	4.7867	5.3321	5.7294	4.5014	4.7693	3.8188	3.8332	4.1193	3.8841	4.2098	4.85	4.2369	3.9943	4.3129	4.8704	3.8819	4.3926	5.0352	5.4202	4.1753	4.498	4.154	4.2969	5.4046	3.3372	2.9245	3.4261	4.5748	3.849	4.0072	4.9309	3.537	3.6827	4.756	3.5146	4.2534	4.0228	4.4747	4.3169	5.604	3.7634	3.8005	4.69	4.408	4.22
hsa-mir-3650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.478	0	0	0	0	0	0	0	0	0	0	0	0.106	0	0	0	0	0.2073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3651	0	0.5571	0.3102	0.7255	0	0.2536	0	0	0	0.2916	0.6129	0	0.8191	0	0	0.4064	0	0.2951	0	0.3492	0.5248	0.2138	0.5524	0.2341	0.5817	0.3258	0	0	0	0	0.8492	1.6006	0.9294	0	0.3155	0	0.4626	0.6289	1.2464	0	1.2223	0.264	0.2905	0.4857	0	0.1041	0.3471	0.8166	0.665	0	0	0.2218	0.5766	0	0.3454	0	0	1.1421	0.4959	0.5277	0.2287	0.5861	0.1679	0.8566	0.7195	0	0.3445	0.2487	0.5231	0.8053	0.4959	0.4605	0.6003	1.0461	0	0.4308	0	0.5361	1.7075	0.2587	0	0.3199	0	0	0	0	0.2722	0	0.2186	0	0.3508	0.4658	0.7561	0.082	0.4219	0.5904	0.2073	0.5903	0	0.2741	0.5883	0	0.5305	0.1347	0	0	1.0318	0.3085	0	0.2838	0.7074	0.3142	0.2612	0	0.2517	0	0.6736	0.2891	0	0	0	0.0687	0	0	0.2682	0.2626	0.1584	0.2084	0.9087	1.3694	0	0.6192	0.21	0	0	1.4267	0.3173	0	0	0	0	0	0.2327	0.3152	0	0	0	0.9515	0.3166	0.5583	0	0.4078	0.8505	0.6145	0.2952	0	0.9107	0.109	0	0	1.4419	0	0.2491	0.4481	0	0.4423	0.6827	0	0.1905	0	0.1875	0	0.4305	0.6446	0	0	0.2057	0
hsa-mir-3652	0	0	0.3102	0.7255	0.2824	0.4692	0.435	0	0.2928	0.5341	0.436	0.1742	0	0.2944	0.1439	0.4064	0	0	0	0	0	0.2138	0.6978	0	0.32	0.3258	0.833	0.3415	0.1918	0.2121	0.2975	0.7984	0.3802	0	0	0	0.4626	0	3.0164	0.4817	0.7369	0.6802	0	0.8484	0.6796	0.5348	0.6267	0	0.3705	0	0.3064	0	0.5766	0.471	0	0.335	0.3664	0	0	0.7333	0.4261	0.876	0.1679	0.4909	0.2816	0.2173	0	0.3587	0	0.6422	0.4959	0.2485	0.229	0.6858	1.1075	0	0	0.3785	1.3888	0.9869	0.4588	0.3199	0.5345	0.5688	1.4121	0	1.1674	0	0.7263	0.4706	1.0711	0.9933	0.7561	0	0.2263	0.8143	0.6944	0.7433	1.3763	0	0.3239	0.3291	0.5305	0.1347	0.2219	0	0.6062	0.3085	0.299	0	0.7074	0.3142	0	0.3954	0	0	0.482	0.7362	0.1569	0.4833	0.5298	0.4239	0.4009	0	0.4943	0.8467	0.301	0.2084	0.2861	0	0.2791	0	0.3933	0.4704	0.7711	0.3577	0.3173	0.4773	0.2544	0.3333	0	0.5162	0.6089	0.5738	0	0.2107	0.6526	0.9515	0.7959	0	0	0.7254	2.3831	0	0.2952	0.2664	0	0.109	0.3002	0.5292	0.5993	0.2496	0.4615	0.7895	0	0.4423	0.2651	0	0.5095	0.217	0.1875	0.2726	0.4305	0	0	0	0	1.5654
hsa-mir-3653	1.5938	1.7469	1.7649	2.3736	1.4486	0.9714	1.7169	3.1896	1.8878	1.7926	2.5705	1.5485	1.8268	1.9792	1.3634	0.9826	2.1955	2.5277	1.1019	2.568	2.2747	1.8303	1.8653	1.9983	2.08	2.6009	2.1113	1.2236	1.773	2.9355	1.3153	2.6688	3.042	3.6254	4.0568	1.552	1.4668	2.0019	2.4186	1.7564	2.7126	1.5887	1.6917	2.0711	1.5634	1.3195	2.4201	1.8228	2.8376	1.8078	3.4512	3.3652	2.679	1.8112	1.6618	1.2854	1.7282	2.1309	2.1656	1.7778	1.6143	1.8097	1.8933	2.2167	2.4089	1.6384	2.9529	1.6181	3.2402	2.3538	2.7534	1.5261	3.6065	3.5422	3.2431	2.9281	1.5674	1.2327	2.3808	1.3624	1.2082	1.1643	1.8839	1.4285	2.1118	1.1294	2.5812	1.6935	1.3059	2.3902	1.4068	1.7496	1.2497	1.6623	1.7562	2.0998	1.433	3.2621	3.7832	3.2596	1.5916	2.4884	2.1155	0.753	1.7343	1.6365	2.4434	2.2674	1.912	1.6664	1.6367	2.4912	1.7576	1.6813	2.4288	1.5478	2.2535	1.4726	1.383	0.9963	1.1265	1.357	2.7584	2.0482	0.6898	2.0682	1.1866	2.0385	1.2116	2.7444	1.648	1.7706	1.6028	1.7282	0.9922	1.4267	2.9341	2.9384	2.1605	2.8026	1.6163	3.1632	2.5175	2.7784	2.0862	2.6296	2.001	1.3974	1.7883	1.8788	2.7068	2.8495	2.3831	1.7984	3.3659	2.5526	2.3729	1.9652	1.5685	2.8188	1.9056	1.8656	2.0057	0.7895	1.604	1.8841	1.6865	2.1168	1.6406	1.4777	1.1693	1.5221	1.5422	2.3054	1.1026	1.7827	0.8207	4.3643
hsa-mir-3654	0.2243	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1712	0	0.5435	0	0.5305	0.264	0.7391	0	0	0	0	0	0	0.7007	0	0	0.3169	0	0	0.1772	0.3664	0	0	0.2879	0	0	0	0	0.2816	0.4061	0	0	0	0	0.2692	0	0	0.2043	0	1.0313	0	0	0	0	0	0.1688	0	0	0	0	0	0	0	0	0	0.106	0	0.1597	0	0	0	0.2247	0	0	0	0	0.2895	0.258	0	0	0.8346	0	0	0	0.2761	0	0.4822	0	0.2517	0	0	0.2891	0	0	0	0.0687	0	0	0	0	0	0.2084	0.2861	0	0	0	0	0	0	0.3577	0	0	0	0	0	0	0.2327	0	0	0	0	0	0	0.211	0	0	1.1406	0	0	0	0.5261	0	0	0.1987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3857	0
hsa-mir-3655	0	0.2105	0	0	0	0	0	0	0.5362	0.5341	0.2344	0.1742	0.3274	0.2944	0	0	0.5336	0	0	0	0	0.2138	0.3907	0	0	0	0.2574	0	0.3611	0.5607	0.1564	0.4538	0.5383	0	0.3155	0.2241	0	0	0	0.2609	0	0	0	0	0	0.1041	0	0.3263	0	0	0.3064	0.4139	0	0.2546	0.183	0	0	0	0	0	0	0	0	0	0	0	0.3445	0	0.1962	0.2472	0	0	0	0.5424	0	0	0.3167	0	0	0.478	0.2476	0.5816	0.2919	0.1646	0.8723	0	0	0	0.2186	0	0	0.4658	0.7561	0.082	0.5942	0	0.5496	0.2247	0.7123	0.7028	0	0	0	0.1347	0	0	0.3347	0	0	0	0.2761	0	0	0	0.2517	0	0.261	0	0.2983	0.2618	0	0.0687	0	0.3349	0	0.2626	0.301	0.2084	0.2861	0	0.2791	0.3425	0.21	0	0.3591	0	0	0	0.2544	1.0282	0	0.2811	0.2327	0	0.3009	0	0	0	0.3166	0	0	0.4078	0	0.2351	0.5402	0	0	0.394	0	0.1987	0.2286	0.2496	0	0	0	0	0	0	0	0	0.1875	0	0.4305	0	0	0.2671	0	0.835
hsa-mir-3656	0.2243	0	0	0	0	0	0	0	0	0	0.2344	0.1742	0	0.2944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1564	0	0	0	0	0	0	0	0.2972	0	0	0	0	0	0.2022	0	0	0	0.3705	0	0.3064	0	0.3169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6624	0.2472	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1646	0	0.2261	0	0.2668	0	0	0	0.4658	0	0	0	0	0	0	0.3997	0	0	0.3291	0	0	0	0	0	0	0.299	0	0	0	0	0	0	0	0	0.2891	0	0.2618	0.199	0.1343	0.4009	0	0	0.2626	0	0.3905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2327	0	0	0	0	0.3027	0	0	0	0	0.264	0	0	0	0	0.109	0	0	0	0	0	0	0	0	0	0	0.1905	0.217	0	0	0	0	0	0	0	0
hsa-mir-3657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5336	0	0.2188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3997	0	0	0	0.2895	0	0	0.2531	0	0	0	0	0	0	0	0.2112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2983	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3347	0	0	0	0	0	0	0	0	0.1741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2121	0.1564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2121	0	0	0	0	0	0	0	0	0	0	0	0.2811	0	0	0	0	0	0.3027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3660	0	0	0	0.1772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7007	0.3064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3661	0	0.2105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3027	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2496	0	0	0	0	0	0.2733	0	0	0	0	0	0.2482	0	0	0	0
hsa-mir-3662	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2944	0.1439	0	0	0	0	0.3492	0	0	0.2085	0	0	0	0.6654	0	0.1918	0	0	0	0.2026	0.3683	0	0	0	0	0	0.2609	0	0	0	0	0.2022	0	0.6267	0	0	0.3925	0	0	0	0.2546	0	0	0	0	0	0.2879	0.4261	0	0	0	0	0	0	0.2487	0	0.2472	0	0	0.229	0.2043	0	0.7621	0	0	0	0	0	0.1688	0	0	0	0.2261	0	0	0	0	0	0	0.2983	0.082	0	0.3252	0.2073	0	0.3997	0	0	0	0.2895	0.1347	0	0.2531	0.3347	0	0	0	0	0	0.2612	0	0.2517	0	0	0	0	0	0	0	0	0	0.2682	0	0	0	0	0.5608	0	0.3425	0	0	0.1907	0	0	0	0	0.3333	0	0.2811	0	0	0	0	0	1.1159	0.3166	0	0	0	0	0	0	0.4912	0	0	0	0.3734	0.5993	0.2496	0.8106	0	0	0.2381	0	0.2733	0.1905	0	0.3534	0.2726	0	0.2482	0.1431	0.2671	0	0
hsa-mir-3663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106	0	0	0	0.1717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2761	0	0	0	0	0.3294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
